price,timestamp,capital,action
63267.99,2024-09-21 18:00:00,-1494650.3209999995,buy
63203.59,2024-09-21 19:00:00,-1500970.6799999995,buy
63139.99,2024-09-21 20:00:00,-1507284.6789999995,buy
63088.0,2024-09-21 21:00:00,-1513593.4789999996,buy
63230.32,2024-09-21 22:00:00,-1519916.5109999995,buy
63348.96,2024-09-21 23:00:00,-1526251.4069999994,buy
63230.93,2024-09-22 00:00:00,-1532574.4999999995,buy
63046.0,2024-09-22 01:00:00,-1538879.0999999996,buy
62957.31,2024-09-22 02:00:00,-1545174.8309999995,buy
63106.0,2024-09-22 03:00:00,-1551485.4309999996,buy
63080.01,2024-09-22 04:00:00,-1557793.4319999996,buy
62938.51,2024-09-22 05:00:00,-1564087.2829999996,buy
62876.24,2024-09-22 06:00:00,-1570374.9069999997,buy
62936.0,2024-09-22 07:00:00,-1576668.5069999998,buy
63025.35,2024-09-22 08:00:00,-1582971.0419999997,buy
62702.94,2024-09-22 09:00:00,-1589241.3359999997,buy
62655.99,2024-09-22 10:00:00,-1595506.9349999996,buy
62784.0,2024-09-22 11:00:00,-1601785.3349999995,buy
62781.99,2024-09-22 12:00:00,-1608063.5339999995,buy
62589.99,2024-09-22 13:00:00,-1614322.5329999996,buy
62668.0,2024-09-22 14:00:00,-1620589.3329999996,buy
62652.12,2024-09-22 15:00:00,-1626854.5449999997,buy
62776.03,2024-09-22 16:00:00,-1633132.1479999996,buy
63062.66,2024-09-22 17:00:00,-1639438.4139999996,buy
62955.99,2024-09-22 18:00:00,-1645734.0129999996,buy
63160.0,2024-09-22 19:00:00,-1652050.0129999996,buy
63208.0,2024-09-22 20:00:00,-1658370.8129999996,buy
62779.99,2024-09-22 21:00:00,-1664648.8119999997,buy
63881.51,2024-09-22 22:00:00,-1671036.9629999998,buy
63578.76,2024-09-22 23:00:00,-1677394.8389999997,buy
63577.88,2024-09-23 00:00:00,-1683752.6269999996,buy
63826.8,2024-09-23 01:00:00,-1690135.3069999996,buy
63940.47,2024-09-23 02:00:00,-1696529.3539999996,buy
64354.0,2024-09-23 03:00:00,-1702964.7539999995,buy
63912.3,2024-09-23 04:00:00,-1709355.9839999995,buy
63754.0,2024-09-23 05:00:00,-1715731.3839999994,buy
63671.42,2024-09-23 06:00:00,-1722098.5259999994,buy
63548.82,2024-09-23 07:00:00,-1728453.4079999994,buy
63492.01,2024-09-23 08:00:00,-1734802.6089999992,buy
63635.69,2024-09-23 09:00:00,-1741166.1779999991,buy
63496.96,2024-09-23 10:00:00,-1747515.8739999991,buy
63435.04,2024-09-23 11:00:00,-1753859.377999999,buy
63315.8,2024-09-23 12:00:00,-1760190.9579999992,buy
63185.21,2024-09-23 13:00:00,-1766509.4789999991,buy
63394.5,2024-09-23 14:00:00,-1772848.928999999,buy
63618.0,2024-09-23 15:00:00,-1779210.7289999991,buy
63227.55,2024-09-23 16:00:00,-1785533.483999999,buy
63318.01,2024-09-23 17:00:00,-1791865.284999999,buy
63430.19,2024-09-23 18:00:00,-1798208.303999999,buy
63298.56,2024-09-23 19:00:00,-1804538.159999999,buy
63308.0,2024-09-23 20:00:00,-1810868.959999999,buy
63380.0,2024-09-23 21:00:00,-1817206.959999999,buy
63219.0,2024-09-23 22:00:00,-1823528.859999999,buy
63339.99,2024-09-23 23:00:00,-1829862.858999999,buy
62906.0,2024-09-24 00:00:00,-1836153.458999999,buy
62942.01,2024-09-24 01:00:00,-1842447.6599999992,buy
63123.99,2024-09-24 02:00:00,-1848760.0589999992,buy
63124.0,2024-09-24 03:00:00,-1855072.458999999,buy
63088.0,2024-09-24 04:00:00,-1861381.2589999991,buy
63215.99,2024-09-24 05:00:00,-1867702.857999999,buy
63305.43,2024-09-24 06:00:00,-1874033.4009999991,buy
63559.92,2024-09-24 07:00:00,-1880389.3929999992,buy
63851.05,2024-09-24 08:00:00,-1886774.4979999992,buy
63524.5,2024-09-24 09:00:00,-1893126.9479999992,buy
63526.0,2024-09-24 10:00:00,-1899479.5479999993,buy
63478.34,2024-09-24 11:00:00,-1905827.3819999993,buy
63446.01,2024-09-24 12:00:00,-1912171.9829999993,buy
63519.85,2024-09-24 13:00:00,-1918523.9679999994,buy
63194.89,2024-09-24 14:00:00,-1924843.4569999995,buy
63159.99,2024-09-24 15:00:00,-1931159.4559999995,buy
63262.0,2024-09-24 16:00:00,-1937485.6559999995,buy
63775.86,2024-09-24 17:00:00,-1943863.2419999994,buy
63727.58,2024-09-24 18:00:00,-1950235.9999999993,buy
64292.34,2024-09-24 19:00:00,-1956665.2339999992,buy
64215.01,2024-09-24 20:00:00,-1963086.7349999992,buy
64030.0,2024-09-24 21:00:00,-1969489.7349999992,buy
64579.9,2024-09-24 22:00:00,-1975947.7249999992,buy
64262.7,2024-09-24 23:00:00,-1982373.9949999992,buy
64126.93,2024-09-25 00:00:00,-1988786.6879999992,buy
64390.01,2024-09-25 01:00:00,-1995225.688999999,buy
64422.52,2024-09-25 02:00:00,-2001667.9409999992,buy
64460.0,2024-09-25 03:00:00,-2008113.9409999992,buy
64172.85,2024-09-25 04:00:00,-2014531.225999999,buy
64170.63,2024-09-25 05:00:00,-2020948.2889999992,buy
63806.0,2024-09-25 06:00:00,-2027328.8889999993,buy
63843.33,2024-09-25 07:00:00,-2033713.2219999994,buy
63819.1,2024-09-25 08:00:00,-2040095.1319999993,buy
63609.89,2024-09-25 09:00:00,-2046456.1209999993,buy
63630.45,2024-09-25 10:00:00,-2052819.1659999993,buy
63838.01,2024-09-25 11:00:00,-2059202.9669999992,buy
63600.01,2024-09-25 12:00:00,-2065562.9679999992,buy
63761.34,2024-09-25 13:00:00,-2071939.1019999993,buy
63936.5,2024-09-25 14:00:00,-2078332.7519999992,buy
63495.66,2024-09-25 15:00:00,-2084682.3179999993,buy
63463.88,2024-09-25 16:00:00,-2091028.7059999993,buy
63168.0,2024-09-25 17:00:00,-2097345.505999999,buy
63351.0,2024-09-25 18:00:00,-2103680.605999999,buy
